title,studio,domestic_gross,foreign_gross,year,title_lower,tconst,primary_title,original_title,start_year,runtime_minutes,genres,primary_title_lower,averagerating,numvotes
It's Kind of a Funny Story,Focus,6400000.0,128000,2010,it's kind of a funny story,tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",it's kind of a funny story,7.1,125583
Greenberg,Focus,4200000.0,1900000,2010,greenberg,tt1234654,Greenberg,Greenberg,2010,107.0,"Comedy,Drama,Romance",greenberg,6.1,33702
Exit Through the Gift Shop,PDA,3300000.0,2000000,2010,exit through the gift shop,tt1587707,Exit Through the Gift Shop,Exit Through the Gift Shop,2010,87.0,"Comedy,Crime,Documentary",exit through the gift shop,8.0,58721
Rabbit Hole,LGF,2200000.0,2900000,2010,rabbit hole,tt0935075,Rabbit Hole,Rabbit Hole,2010,91.0,Drama,rabbit hole,7.0,45357
Vision,Zeit.,435000.0,4600000,2010,vision,tt7566518,Vision,Vision,2018,109.0,Drama,vision,5.4,322
The Runaways,App.,3600000.0,1100000,2010,the runaways,tt1017451,The Runaways,The Runaways,2010,106.0,"Biography,Drama,Music",the runaways,6.6,43792
The Runaways,App.,3600000.0,1100000,2010,the runaways,tt6168914,The Runaways,The Runaways,2019,108.0,Adventure,the runaways,9.2,47
Four Lions,Drft.,305000.0,4400000,2010,four lions,tt1341167,Four Lions,Four Lions,2010,97.0,"Comedy,Crime,Drama",four lions,7.3,66209
Please Give,SPC,4000000.0,280000,2010,please give,tt0878835,Please Give,Please Give,2010,87.0,"Comedy,Drama",please give,6.6,10652
Monsters,Magn.,237000.0,4000000,2010,monsters,tt1470827,Monsters,Monsters,2010,94.0,"Drama,Sci-Fi,Thriller",monsters,6.4,84332
Monsters,Magn.,237000.0,4000000,2010,monsters,tt5253186,Monsters,Yi zhong,2015,87.0,Horror,monsters,4.0,6
Rare Exports: A Christmas Tale,Osci.,236000.0,3800000,2010,rare exports: a christmas tale,tt1401143,Rare Exports: A Christmas Tale,Rare Exports,2010,84.0,"Adventure,Fantasy,Horror",rare exports: a christmas tale,6.7,23923
The Killer Inside Me,IFC,217000.0,3800000,2010,the killer inside me,tt0954947,The Killer Inside Me,The Killer Inside Me,2010,109.0,"Crime,Drama,Horror",the killer inside me,6.1,31727
Catfish,Rog.,3200000.0,242000,2010,catfish,tt1584016,Catfish,Catfish,2010,87.0,"Documentary,Drama,Mystery",catfish,7.1,38656
Wild Target,Free,109000.0,3300000,2010,wild target,tt1235189,Wild Target,Wild Target,2010,98.0,"Action,Comedy,Crime",wild target,6.8,33915
Kites,Relbig.,1600000.0,1300000,2010,kites,tt1198101,Kites,Kites,2010,123.0,"Action,Drama,Romance",kites,6.1,11353
Letters to God,Viv.,2800000.0,60300,2010,letters to god,tt1462054,Letters to God,Letters to God,2010,110.0,"Drama,Family",letters to god,6.3,4443
Twelve,Hann.,184000.0,2400000,2010,twelve,tt1407084,Twelve,Twelve,2010,93.0,"Action,Crime,Drama",twelve,5.7,11533
Twelve,Hann.,184000.0,2400000,2010,twelve,tt5001140,Twelve,Twelve,2015,,Comedy,twelve,8.4,17
Twelve,Hann.,184000.0,2400000,2010,twelve,tt7033498,Twelve,Twelve,2019,92.0,"Family,Sport",twelve,6.5,132
Tees Maar Khan,UTV,1100000.0,1400000,2010,tees maar khan,tt1572311,Tees Maar Khan,Tees Maar Khan,2010,135.0,"Comedy,Crime",tees maar khan,2.6,10122
Housefull,Eros,1200000.0,1200000,2010,housefull,tt1573072,Housefull,Housefull,2010,144.0,Comedy,housefull,5.5,11089
Housefull,Eros,1200000.0,1200000,2010,housefull,tt4991978,Housefull,Housefull,2013,,Family,housefull,3.9,8
Golmaal 3,Eros,1100000.0,935000,2010,golmaal 3,tt1562859,Golmaal 3,Golmaal 3,2010,155.0,"Action,Comedy",golmaal 3,5.4,6616
Cairo Time,IFC,1600000.0,391000,2010,cairo time,tt4370382,Cairo Time,Cairo Time,2014,110.0,"Comedy,Drama,Romance",cairo time,6.1,167
Flipped,WB,1800000.0,,2010,flipped,tt0817177,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",flipped,7.7,74937
Flipped,WB,1800000.0,,2010,flipped,tt2388050,Flipped,Flipped,2015,90.0,"Drama,Thriller",flipped,6.0,440
Guzaarish,UTV,1000000.0,695000,2010,guzaarish,tt1438298,Guzaarish,Guzaarish,2010,126.0,Drama,guzaarish,7.5,15402
Anjaana Anjaani,Eros,855000.0,761000,2010,anjaana anjaani,tt1499201,Anjaana Anjaani,Anjaana Anjaani,2010,151.0,"Comedy,Drama,Musical",anjaana anjaani,5.8,5533
Restrepo,NGE,1300000.0,105000,2010,restrepo,tt1559549,Restrepo,Restrepo,2010,93.0,"Documentary,War",restrepo,7.5,20691
Raavan,Relbig.,709000.0,648000,2010,raavan,tt1334470,Raavan,Raavan,2010,130.0,"Action,Adventure,Crime",raavan,5.4,3847
It's a Wonderful Afterlife,UTV,,1300000,2010,it's a wonderful afterlife,tt1319716,It's a Wonderful Afterlife,It's a Wonderful Afterlife,2010,100.0,"Comedy,Drama,Fantasy",it's a wonderful afterlife,5.4,1361
Howl,Osci.,617000.0,566000,2010,howl,tt1049402,Howl,Howl,2010,84.0,"Biography,Drama,Romance",howl,6.8,12096
Howl,Osci.,617000.0,566000,2010,howl,tt2393827,Howl,Howl,2015,89.0,"Action,Fantasy,Horror",howl,5.3,9732
Casino Jack,ATO,1000000.0,40700,2010,casino jack,tt1194417,Casino Jack,Casino Jack,2010,108.0,"Biography,Comedy,Crime",casino jack,6.2,16191
Leaving,IFC,176000.0,893000,2010,leaving,tt1464251,Leaving,Odcházení,2011,94.0,"Comedy,Drama",leaving,6.0,202
Khatta Meetha,Eros,542000.0,499000,2010,khatta meetha,tt1455811,Khatta Meetha,Khatta Meetha,2010,157.0,"Comedy,Crime,Drama",khatta meetha,5.8,8448
We Are Family,UTV,638000.0,393000,2010,we are family,tt1428459,We Are Family,We Are Family,2010,115.0,"Drama,Family",we are family,5.6,2614
We Are Family,UTV,638000.0,393000,2010,we are family,tt1496040,We Are Family,We Are Family,2017,,"Comedy,Drama",we are family,2.6,30
We Are Family,UTV,638000.0,393000,2010,we are family,tt1714920,We Are Family,Moya bezumnaya semya,2012,100.0,Comedy,we are family,5.0,259
We Are Family,UTV,638000.0,393000,2010,we are family,tt4926822,We Are Family,C'est quoi cette famille?!,2016,99.0,Comedy,we are family,6.1,712
We Are Family,UTV,638000.0,393000,2010,we are family,tt4956994,We Are Family,Wo men quan jia bu tai shu,2015,,"Comedy,Drama,Family",we are family,4.9,26
Break Ke Baad,Relbig.,428000.0,389000,2010,break ke baad,tt1578261,Break Ke Baad,Break Ke Baad,2010,118.0,"Comedy,Drama,Romance",break ke baad,5.2,3651
No Problem,Eros,285000.0,369000,2010,no problem,tt1431122,No Problem,No Problem,2010,139.0,"Action,Comedy,Crime",no problem,4.2,1880
All Good Things,Magn.,582000.0,62500,2010,all good things,tt1175709,All Good Things,All Good Things,2010,101.0,"Crime,Drama,Mystery",all good things,6.3,49684
Jack Goes Boating,Over.,542000.0,77600,2010,jack goes boating,tt1278379,Jack Goes Boating,Jack Goes Boating,2010,91.0,"Drama,Romance",jack goes boating,6.4,7644
Holy Rollers,FInd.,303000.0,305000,2010,holy rollers,tt1143896,Holy Rollers,Holy Rollers,2010,89.0,"Biography,Crime,Drama",holy rollers,5.9,4664
I Spit on Your Grave,Anch.,93100.0,480000,2010,i spit on your grave,tt1242432,I Spit on Your Grave,I Spit on Your Grave,2010,108.0,"Horror,Thriller",i spit on your grave,6.3,68592
I'm Still Here,Magn.,409000.0,160000,2010,i'm still here,tt1356864,I'm Still Here,I'm Still Here,2010,108.0,"Comedy,Drama,Music",i'm still here,6.2,18606
I'm Still Here,Magn.,409000.0,160000,2010,i'm still here,tt1701997,I'm Still Here,I'm Still Here,2010,60.0,,i'm still here,7.1,14
I'm Still Here,Magn.,409000.0,160000,2010,i'm still here,tt2636364,I'm Still Here,I'm Still Here,2013,120.0,"Drama,Romance,Thriller",i'm still here,7.0,1127
The Extra Man,Magn.,453000.0,4500,2010,the extra man,tt1361313,The Extra Man,The Extra Man,2010,108.0,Comedy,the extra man,5.9,4580
Tiny Furniture,IFC,392000.0,,2010,tiny furniture,tt1570989,Tiny Furniture,Tiny Furniture,2010,98.0,"Comedy,Drama,Romance",tiny furniture,6.2,13397
The Tempest,Mira.,278000.0,68700,2010,the tempest,tt1274300,The Tempest,The Tempest,2010,110.0,"Comedy,Drama,Fantasy",the tempest,5.4,7073
The Tempest,Mira.,278000.0,68700,2010,the tempest,tt1683003,The Tempest,The Tempest,2010,131.0,Drama,the tempest,7.8,94
The Tempest,Mira.,278000.0,68700,2010,the tempest,tt3840898,The Tempest,The Tempest,2014,169.0,"Comedy,Drama",the tempest,8.5,171
Red Hill,Strand,21100.0,300000,2010,red hill,tt1530983,Red Hill,Red Hill,2010,95.0,"Thriller,Western",red hill,6.4,7874
Welcome to the Rileys,Gold.,159000.0,158000,2010,welcome to the rileys,tt1183923,Welcome to the Rileys,Welcome to the Rileys,2010,110.0,Drama,welcome to the rileys,7.0,22210
The Girl on the Train,Strand,208000.0,97100,2010,the girl on the train,tt2387589,The Girl on the Train,The Girl on the Train,2013,80.0,Thriller,the girl on the train,4.4,819
The Girl on the Train,Strand,208000.0,97100,2010,the girl on the train,tt3631112,The Girl on the Train,The Girl on the Train,2016,112.0,"Crime,Drama,Mystery",the girl on the train,6.5,150977
Karthik Calling Karthik,Eros,286000.0,7100,2010,karthik calling karthik,tt1373156,Karthik Calling Karthik,Karthik Calling Karthik,2010,135.0,"Drama,Mystery,Thriller",karthik calling karthik,7.0,9257
Eyes Wide Open,NAV,26300.0,250000,2010,eyes wide open,tt1692325,Eyes Wide Open,Eyes Wide Open,2010,110.0,"Documentary,History",eyes wide open,8.7,17
Waste Land,Arth.,188000.0,88700,2010,waste land,tt1268204,Waste Land,Waste Land,2010,99.0,Documentary,waste land,7.9,8007
Waste Land,Arth.,188000.0,88700,2010,waste land,tt2294939,Waste Land,Waste Land,2014,97.0,"Drama,Thriller",waste land,5.5,257
Chance Pe Dance,UTV,169000.0,24300,2010,chance pe dance,tt1392744,Chance Pe Dance,Chance Pe Dance,2010,122.0,"Comedy,Drama,Musical",chance pe dance,4.7,2501
Client 9: The Rise and Fall of Eliot Spitzer,Magn.,189000.0,3500,2010,client 9: the rise and fall of eliot spitzer,tt1638362,Client 9: The Rise and Fall of Eliot Spitzer,Client 9: The Rise and Fall of Eliot Spitzer,2010,117.0,Documentary,client 9: the rise and fall of eliot spitzer,7.4,2097
Casino Jack and the United States of Money,Magn.,177000.0,,2010,casino jack and the united states of money,tt1540814,Casino Jack and the United States of Money,Casino Jack and the United States of Money,2010,118.0,Documentary,casino jack and the united states of money,7.1,1522
The Romantics,FOAK,107000.0,17300,2010,the romantics,tt1403988,The Romantics,The Romantics,2010,95.0,"Comedy,Drama,Romance",the romantics,5.1,11069
Celine: Through the Eyes of the World,Sony,,119000,2010,celine: through the eyes of the world,tt1570982,Celine: Through the Eyes of the World,Celine: Through the Eyes of the World,2010,120.0,"Documentary,Music",celine: through the eyes of the world,7.9,349
Freakonomics,Magn.,101000.0,16400,2010,freakonomics,tt1152822,Freakonomics,Freakonomics,2010,93.0,Documentary,freakonomics,6.4,6466
Band Baaja Baaraat,Yash,43800.0,60700,2010,band baaja baaraat,tt1610452,Band Baaja Baaraat,Band Baaja Baaraat,2010,139.0,"Comedy,Drama,Romance",band baaja baaraat,7.2,13832
White Lion,Scre.,,99600,2010,white lion,tt1618421,White Lion,White Lion,2010,88.0,"Drama,Family",white lion,6.7,828
As Good as Dead,First,2000.0,53600,2010,as good as dead,tt1294136,As Good as Dead,As Good as Dead,2010,100.0,"Crime,Thriller",as good as dead,5.2,1441
Inhale,IFC,4100.0,51000,2010,inhale,tt1196340,Inhale,Inhale,2010,83.0,"Drama,Thriller",inhale,6.6,6006
GasLand,WOW,30800.0,18600,2010,gasland,tt1558250,GasLand,GasLand,2010,107.0,Documentary,gasland,7.7,9940
Bluebeard,Strand,33500.0,5200,2010,bluebeard,tt2442772,Bluebeard,Barbazul,2012,98.0,Horror,bluebeard,6.1,19
Bluebeard,Strand,33500.0,5200,2010,bluebeard,tt6599340,Bluebeard,Haebing,2017,117.0,Thriller,bluebeard,6.4,1269
The Taqwacores,Strand,11400.0,,2010,the taqwacores,tt1308165,The Taqwacores,The Taqwacores,2010,83.0,"Drama,Music",the taqwacores,6.1,506
Cherry,Abr.,11400.0,,2010,cherry,tt1315350,Cherry,Cherry,2010,99.0,"Comedy,Drama",cherry,6.8,4158
Transformers: Dark of the Moon,P/DW,352400000.0,771400000,2011,transformers: dark of the moon,tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,2011,154.0,"Action,Adventure,Sci-Fi",transformers: dark of the moon,6.2,366409
Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000,2011,pirates of the caribbean: on stranger tides,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"Action,Adventure,Fantasy",pirates of the caribbean: on stranger tides,6.6,447624
Mission: Impossible - Ghost Protocol,Par.,209400000.0,485300000,2011,mission: impossible - ghost protocol,tt1229238,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,2011,132.0,"Action,Adventure,Thriller",mission: impossible - ghost protocol,7.4,428142
Kung Fu Panda 2,P/DW,165200000.0,500400000,2011,kung fu panda 2,tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,2011,90.0,"Action,Adventure,Animation",kung fu panda 2,7.2,228465
Fast Five,Uni.,209800000.0,416300000,2011,fast five,tt1596343,Fast Five,Fast Five,2011,130.0,"Action,Crime,Thriller",fast five,7.3,329892
The Hangover Part II,WB,254500000.0,332300000,2011,the hangover part ii,tt1411697,The Hangover Part II,The Hangover Part II,2011,102.0,"Comedy,Mystery",the hangover part ii,6.5,432800
The Smurfs,Sony,142600000.0,421100000,2011,the smurfs,tt0472181,The Smurfs,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",the smurfs,5.5,77577
Cars 2,BV,191500000.0,370700000,2011,cars 2,tt1216475,Cars 2,Cars 2,2011,106.0,"Adventure,Animation,Comedy",cars 2,6.2,138914
Puss in Boots,P/DW,149300000.0,405700000,2011,puss in boots,tt0448694,Puss in Boots,Puss in Boots,2011,90.0,"Action,Adventure,Animation",puss in boots,6.6,133355
Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000,2011,sherlock holmes: a game of shadows,tt1515091,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,2011,129.0,"Action,Adventure,Crime",sherlock holmes: a game of shadows,7.5,394189
Rio,Fox,143600000.0,341000000,2011,rio,tt1436562,Rio,Rio,2011,96.0,"Adventure,Animation,Comedy",rio,6.9,191621
Rio,Fox,143600000.0,341000000,2011,rio,tt2614250,Rio,Rio,2012,90.0,Documentary,rio,8.3,14
Rio,Fox,143600000.0,341000000,2011,rio,tt5734820,Rio,Rio,2017,87.0,Drama,rio,2.6,7
Rise of the Planet of the Apes,Fox,176800000.0,305000000,2011,rise of the planet of the apes,tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011,105.0,"Action,Drama,Sci-Fi",rise of the planet of the apes,7.6,473020
Thor,Par.,181000000.0,268300000,2011,thor,tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",thor,7.0,683264
The Adventures of Tintin,Par.,77600000.0,296400000,2011,the adventures of tintin,tt0983193,The Adventures of Tintin,The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation",the adventures of tintin,7.3,202430
Captain America: The First Avenger,Par.,176700000.0,193900000,2011,captain america: the first avenger,tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",captain america: the first avenger,6.9,668137
X-Men: First Class,Fox,146400000.0,207200000,2011,x-men: first class,tt1270798,X-Men: First Class,X: First Class,2011,131.0,"Action,Adventure,Sci-Fi",x-men: first class,7.7,608930
Alvin and the Chipmunks: Chipwrecked,Fox,133100000.0,209600000,2011,alvin and the chipmunks: chipwrecked,tt1615918,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,2011,87.0,"Adventure,Animation,Comedy",alvin and the chipmunks: chipwrecked,4.4,28158
Real Steel,BV,85500000.0,213800000,2011,real steel,tt0433035,Real Steel,Real Steel,2011,127.0,"Action,Drama,Family",real steel,7.1,283534
Bridesmaids,Uni.,169100000.0,119300000,2011,bridesmaids,tt1478338,Bridesmaids,Bridesmaids,2011,125.0,"Comedy,Romance",bridesmaids,6.8,249501
Super 8,Par.,127000000.0,133100000,2011,super 8,tt1650062,Super 8,Super 8,2011,112.0,"Mystery,Sci-Fi,Thriller",super 8,7.0,320575
Rango,Par.,123500000.0,122200000,2011,rango,tt1192628,Rango,Rango,2011,107.0,"Adventure,Animation,Comedy",rango,7.2,215761
The Green Hornet,Sony,98800000.0,129000000,2011,the green hornet,tt0990407,The Green Hornet,The Green Hornet,2011,119.0,"Action,Comedy,Crime",the green hornet,5.8,148622
Immortals,Rela.,83500000.0,143400000,2011,immortals,tt1253864,Immortals,Immortals,2011,110.0,"Action,Drama,Fantasy",immortals,6.0,152992
Green Lantern,WB,116600000.0,103300000,2011,green lantern,tt1133985,Green Lantern,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi",green lantern,5.5,252281
The Help,BV,169700000.0,46900000,2011,the help,tt1454029,The Help,The Help,2011,146.0,Drama,the help,8.1,392699
Bad Teacher,Sony,100300000.0,115900000,2011,bad teacher,tt1284575,Bad Teacher,Bad Teacher,2011,92.0,"Comedy,Romance",bad teacher,5.7,181189
Just Go With It,Sony,103000000.0,111900000,2011,just go with it,tt1564367,Just Go with It,Just Go with It,2011,117.0,"Comedy,Romance",just go with it,6.4,200932
Horrible Bosses,WB (NL),117500000.0,92100000,2011,horrible bosses,tt1499658,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",horrible bosses,6.9,398695
Paranormal Activity 3,Par.,104000000.0,103000000,2011,paranormal activity 3,tt1778304,Paranormal Activity 3,Paranormal Activity 3,2011,83.0,"Horror,Mystery,Thriller",paranormal activity 3,5.8,85689
Mr. Popper's Penguins,Fox,68200000.0,119100000,2011,mr. popper's penguins,tt1396218,Mr. Popper's Penguins,Mr. Popper's Penguins,2011,94.0,"Comedy,Family,Fantasy",mr. popper's penguins,6.0,80540
Hugo,Par.,73900000.0,111900000,2011,hugo,tt0970179,Hugo,Hugo,2011,126.0,"Adventure,Drama,Family",hugo,7.5,284869
Hugo,Par.,73900000.0,111900000,2011,hugo,tt7496196,Hugo,Hugo,2017,80.0,Documentary,hugo,7.9,11
Hop,Uni.,108100000.0,75900000,2011,hop,tt1411704,Hop,Hop,2011,95.0,"Adventure,Animation,Comedy",hop,5.4,28893
War Horse,BV,79900000.0,97700000,2011,war horse,tt1568911,War Horse,War Horse,2011,146.0,"Drama,History,War",war horse,7.2,136447
War Horse,BV,79900000.0,97700000,2011,war horse,tt3313072,War Horse,National Theatre Live: War Horse,2014,,Drama,war horse,8.6,143
The Descendants,FoxS,82600000.0,94700000,2011,the descendants,tt1033575,The Descendants,The Descendants,2011,115.0,"Comedy,Drama",the descendants,7.3,223464
The Descendants,FoxS,82600000.0,94700000,2011,the descendants,tt5838908,The Descendants,The Descendants,2015,80.0,Drama,the descendants,7.5,12
Cowboys & Aliens,Uni.,100200000.0,74600000,2011,cowboys & aliens,tt0409847,Cowboys & Aliens,Cowboys & Aliens,2011,119.0,"Action,Sci-Fi,Thriller",cowboys & aliens,6.0,195889
In Time,Fox,37500000.0,136400000,2011,in time,tt1637688,In Time,In Time,2011,109.0,"Action,Crime,Drama",in time,6.7,346077
Zookeeper,Sony,80400000.0,89500000,2011,zookeeper,tt1222817,Zookeeper,Zookeeper,2011,102.0,"Comedy,Family,Romance",zookeeper,5.2,52396
The Muppets,BV,88600000.0,76600000,2011,the muppets,tt1204342,The Muppets,The Muppets,2011,103.0,"Adventure,Comedy,Family",the muppets,7.1,82752
Limitless,Rela.,79200000.0,82600000,2011,limitless,tt1219289,Limitless,Limitless,2011,105.0,"Mystery,Sci-Fi,Thriller",limitless,7.4,492490
Limitless,Rela.,79200000.0,82600000,2011,limitless,tt4597838,Limitless,Limitless,2015,3.0,"Biography,Documentary",limitless,6.7,10
Limitless,Rela.,79200000.0,82600000,2011,limitless,tt6084030,Limitless,Limitless,2017,57.0,Documentary,limitless,3.9,8
Johnny English Reborn,Uni.,8300000.0,151800000,2011,johnny english reborn,tt1634122,Johnny English Reborn,Johnny English Reborn,2011,101.0,"Action,Adventure,Comedy",johnny english reborn,6.3,110824
Final Destination 5,WB (NL),42600000.0,115300000,2011,final destination 5,tt1622979,Final Destination 5,Final Destination 5,2011,92.0,Horror,final destination 5,5.9,98061
Tower Heist,Uni.,78000000.0,74900000,2011,tower heist,tt0471042,Tower Heist,Tower Heist,2011,104.0,"Action,Comedy,Crime",tower heist,6.2,125102
Midnight in Paris,SPC,56800000.0,94300000,2011,midnight in paris,tt1605783,Midnight in Paris,Midnight in Paris,2011,94.0,"Comedy,Fantasy,Romance",midnight in paris,7.7,356500
